resid,leaflet,X coords,Y coords,Z coords,Thickness
4391,upper leaflet,23.404,38.905,6.169,4.076
4392,upper leaflet,51.850,48.933,6.142,3.948
4393,upper leaflet,29.131,44.863,6.058,4.044
4394,upper leaflet,8.154,29.597,5.985,3.860
4395,upper leaflet,31.959,3.964,6.126,4.452
4396,upper leaflet,15.943,41.329,5.568,4.243
4397,upper leaflet,32.640,0.003,6.034,4.325
4398,upper leaflet,41.323,44.166,5.862,3.890
4399,upper leaflet,10.309,49.628,6.572,4.410
4400,upper leaflet,53.706,48.657,6.111,4.029
4401,upper leaflet,24.326,1.775,6.236,4.324
4402,upper leaflet,43.364,38.976,5.861,3.249
4403,upper leaflet,35.176,9.957,6.130,4.346
4404,upper leaflet,13.223,38.162,6.028,4.087
4405,upper leaflet,3.721,50.849,6.151,4.275
4406,upper leaflet,54.124,18.342,6.207,4.328
4407,upper leaflet,21.821,54.561,6.115,4.353
4408,upper leaflet,5.434,20.399,5.618,3.955
4409,upper leaflet,7.922,10.496,6.087,4.488
4410,upper leaflet,52.321,50.607,6.399,3.953
4411,upper leaflet,11.499,27.379,6.224,4.112
4412,upper leaflet,27.974,39.825,6.576,4.051
4413,upper leaflet,36.526,9.392,6.314,4.340
4414,upper leaflet,34.475,0.001,6.657,4.386
4415,upper leaflet,25.976,50.514,6.088,4.008
4416,upper leaflet,27.116,1.156,6.309,4.479
4417,upper leaflet,34.614,43.873,6.360,3.971
4418,upper leaflet,23.612,45.482,6.396,4.145
4419,upper leaflet,8.926,31.081,6.114,4.319
4420,upper leaflet,52.057,48.449,6.198,3.894
4421,upper leaflet,48.035,40.438,6.032,3.708
4422,upper leaflet,31.132,40.418,5.589,3.849
4423,upper leaflet,42.021,5.286,6.289,4.387
4424,upper leaflet,23.741,8.033,6.481,4.496
4425,upper leaflet,12.417,22.768,6.243,4.222
4426,upper leaflet,38.498,27.466,5.325,4.073
4427,upper leaflet,0.605,16.062,5.997,4.346
4428,upper leaflet,26.111,11.820,5.950,4.395
4429,upper leaflet,26.670,43.020,6.263,3.997
4430,upper leaflet,35.799,27.397,5.454,3.915
4431,upper leaflet,19.354,31.145,6.243,4.057
4432,upper leaflet,39.311,32.249,5.819,3.753
4433,upper leaflet,32.191,23.449,5.641,4.565
4434,upper leaflet,34.047,17.443,6.461,4.205
4435,upper leaflet,32.152,10.319,6.016,4.424
4436,upper leaflet,49.930,1.140,6.514,4.385
4437,upper leaflet,52.251,21.746,6.277,4.168
4438,upper leaflet,9.234,21.977,6.070,4.261
4439,upper leaflet,54.644,18.514,6.079,4.289
4440,upper leaflet,53.615,53.216,6.299,4.677
4441,upper leaflet,24.178,47.398,6.492,4.102
4442,upper leaflet,9.699,36.401,6.186,4.179
4443,upper leaflet,41.984,43.818,5.505,3.853
4444,upper leaflet,33.707,32.015,6.037,3.896
4445,upper leaflet,15.638,46.668,6.093,4.322
4446,upper leaflet,11.838,50.640,5.900,4.447
4447,upper leaflet,35.574,36.783,6.029,3.716
4448,upper leaflet,13.320,5.671,6.103,4.429
4449,upper leaflet,1.625,32.192,5.629,3.886
4450,upper leaflet,37.691,2.407,6.129,4.568
4451,upper leaflet,26.739,13.106,6.039,4.272
4452,upper leaflet,16.185,49.497,6.407,4.269
4453,upper leaflet,30.978,6.087,6.251,4.374
4454,upper leaflet,31.010,24.334,5.654,4.347
4455,upper leaflet,34.552,4.247,6.605,4.374
4456,upper leaflet,8.829,10.090,5.735,4.439
4457,upper leaflet,41.953,0.485,6.376,4.500
4458,upper leaflet,47.652,16.868,6.016,4.432
4459,upper leaflet,13.479,14.363,6.324,4.352
4460,upper leaflet,34.450,3.533,6.188,4.440
4461,upper leaflet,17.905,19.439,6.182,4.430
4462,upper leaflet,21.893,52.040,6.044,4.266
4463,upper leaflet,5.657,4.402,6.323,4.370
4464,upper leaflet,50.401,35.585,5.679,3.028
4465,upper leaflet,35.489,34.360,6.682,3.702
4466,upper leaflet,35.893,29.206,5.753,3.676
4467,upper leaflet,30.500,14.386,6.197,4.500
4468,upper leaflet,53.102,49.715,6.219,4.203
4469,upper leaflet,21.005,27.280,6.721,4.313
4470,upper leaflet,29.801,30.996,6.218,3.964
4471,upper leaflet,33.295,29.116,5.770,4.080
4472,upper leaflet,34.809,38.723,6.132,3.273
4473,upper leaflet,33.310,12.154,6.246,4.183
4474,upper leaflet,53.102,22.755,6.084,4.281
4475,upper leaflet,10.515,29.237,5.945,3.776
4476,upper leaflet,53.012,54.308,6.167,4.516
4477,upper leaflet,24.298,37.475,6.033,3.841
4478,upper leaflet,45.416,22.551,5.869,4.331
4479,upper leaflet,7.054,24.673,6.245,4.066
4480,upper leaflet,46.120,0.489,6.378,4.344
4481,upper leaflet,16.027,4.781,6.256,4.601
4482,upper leaflet,4.360,5.819,6.203,4.519
4483,upper leaflet,16.958,37.210,6.125,4.031
4484,upper leaflet,3.070,35.261,5.683,3.759
4485,upper leaflet,53.181,51.642,5.777,4.380
4486,upper leaflet,28.993,50.503,6.419,4.411
4487,upper leaflet,51.999,16.684,6.374,4.472
4488,upper leaflet,12.068,23.767,5.959,4.171
4489,upper leaflet,40.292,10.567,6.322,4.497
4490,upper leaflet,49.153,7.691,6.380,4.306
4491,upper leaflet,29.142,48.338,6.186,4.522
4492,upper leaflet,15.193,8.307,6.184,4.540
4493,upper leaflet,34.504,39.968,5.946,3.740
4494,upper leaflet,51.801,9.679,6.686,4.345
4495,upper leaflet,28.924,15.242,6.105,4.404
4496,upper leaflet,15.735,10.985,6.129,4.209
4497,upper leaflet,2.699,8.660,6.369,4.277
4498,upper leaflet,21.327,0.088,6.097,4.507
4499,upper leaflet,3.904,5.010,6.279,4.479
4500,upper leaflet,31.299,2.836,6.119,4.536
4501,upper leaflet,1.065,21.878,6.210,4.244
4502,upper leaflet,9.412,11.140,5.664,4.389
4503,upper leaflet,19.330,21.653,6.413,4.205
4504,upper leaflet,51.705,33.942,6.100,3.640
4505,upper leaflet,27.546,14.418,6.126,4.476
4506,upper leaflet,37.185,32.130,5.547,3.614
4507,upper leaflet,11.162,47.808,6.355,4.334
4508,upper leaflet,26.393,35.399,6.305,3.826
4509,upper leaflet,40.317,15.808,6.331,4.136
4510,upper leaflet,34.948,2.479,6.656,4.448
4511,upper leaflet,4.143,10.731,6.099,4.372
4512,upper leaflet,34.913,8.555,6.284,4.320
4513,upper leaflet,38.569,14.676,6.226,4.299
4514,upper leaflet,53.075,27.084,5.568,3.754
4515,upper leaflet,18.068,46.816,6.001,4.240
4516,upper leaflet,1.858,31.188,5.532,3.915
4517,upper leaflet,51.190,11.159,6.444,4.257
4518,upper leaflet,7.371,6.450,6.063,4.447
4519,upper leaflet,24.140,46.802,6.209,4.212
4520,upper leaflet,28.533,10.502,6.213,4.560
4521,upper leaflet,5.215,45.778,5.777,4.010
4522,upper leaflet,29.180,49.734,6.269,4.424
4523,upper leaflet,14.990,28.178,6.290,3.823
4524,upper leaflet,21.717,6.524,6.420,4.435
4525,upper leaflet,41.147,29.371,6.169,4.124
4526,upper leaflet,41.931,51.731,6.220,4.270
4527,upper leaflet,17.050,46.616,6.038,4.167
4528,upper leaflet,25.865,43.135,6.091,3.911
4529,upper leaflet,23.606,11.758,6.193,4.271
4530,upper leaflet,11.358,1.052,6.090,4.714
4531,upper leaflet,22.312,34.674,6.224,3.903
4532,upper leaflet,14.092,26.401,6.070,4.302
4533,upper leaflet,12.379,12.827,5.839,4.458
4534,upper leaflet,51.315,17.611,6.696,4.388
4535,upper leaflet,26.978,16.348,6.084,4.440
4536,upper leaflet,34.978,5.823,6.366,4.415
4537,upper leaflet,13.809,38.864,5.803,3.678
4538,upper leaflet,36.124,24.616,5.665,4.112
4539,upper leaflet,32.385,6.081,6.102,4.484
4540,upper leaflet,28.662,25.905,6.242,4.038
4541,upper leaflet,4.622,9.332,6.053,4.265
4542,upper leaflet,26.387,40.346,5.861,3.931
4543,upper leaflet,7.932,11.287,6.077,4.517
4544,upper leaflet,7.055,20.920,5.804,4.209
4545,upper leaflet,49.157,49.962,6.737,4.021
4546,upper leaflet,14.463,43.643,5.516,4.055
4547,upper leaflet,21.233,32.094,5.953,3.780
4548,upper leaflet,35.695,11.896,6.131,4.271
4549,upper leaflet,45.998,49.727,6.528,4.113
4550,upper leaflet,44.653,8.586,6.284,4.420
4551,upper leaflet,41.152,47.186,6.010,4.075
4552,upper leaflet,14.850,24.474,6.509,4.495
4553,upper leaflet,36.077,35.968,5.886,3.847
4554,upper leaflet,18.414,5.164,6.150,4.363
4555,upper leaflet,2.638,10.446,6.314,4.573
4556,upper leaflet,46.690,46.144,5.610,3.929
4557,upper leaflet,9.236,1.564,6.381,4.313
4558,upper leaflet,42.751,49.326,6.313,4.114
4559,upper leaflet,17.871,13.520,6.368,4.402
4560,upper leaflet,36.494,48.108,6.450,4.228
4561,upper leaflet,37.148,34.414,6.044,4.038
4562,upper leaflet,17.047,20.187,6.388,4.525
4563,upper leaflet,29.578,21.870,6.267,4.300
4564,upper leaflet,35.793,16.722,6.571,4.223
4565,upper leaflet,10.885,9.762,6.297,4.304
4566,upper leaflet,7.257,10.524,5.935,4.422
4567,upper leaflet,51.766,45.829,6.237,4.113
4568,upper leaflet,44.241,4.327,6.029,4.283
4569,upper leaflet,27.453,28.207,6.063,3.822
4570,upper leaflet,25.260,22.436,6.076,4.279
4571,upper leaflet,14.947,11.820,6.354,4.330
4572,upper leaflet,48.053,10.429,5.965,4.533
4573,upper leaflet,30.477,18.873,6.528,4.333
4574,upper leaflet,42.466,33.710,6.091,4.029
4575,upper leaflet,16.764,28.938,6.231,4.041
4576,upper leaflet,48.511,12.547,6.092,4.477
4577,upper leaflet,9.770,52.881,6.081,4.189
4578,upper leaflet,33.567,43.992,6.035,3.829
4579,upper leaflet,19.219,3.006,6.132,4.637
4580,upper leaflet,18.546,35.989,6.053,4.007
4581,upper leaflet,49.271,22.116,6.646,3.898
4582,upper leaflet,4.310,45.897,5.852,4.143
4583,upper leaflet,23.550,30.228,6.554,3.987
4584,upper leaflet,11.929,17.182,6.146,4.339
4585,upper leaflet,48.769,17.184,6.419,4.275
4586,upper leaflet,37.674,3.478,6.232,4.337
4587,upper leaflet,19.973,27.312,6.892,4.197
4588,upper leaflet,39.450,24.249,5.992,4.036
4589,upper leaflet,0.407,46.134,6.045,4.142
4590,upper leaflet,9.362,38.019,6.059,3.878
4591,upper leaflet,5.625,16.284,6.100,4.299
4592,upper leaflet,1.379,49.586,6.050,4.354
4593,upper leaflet,9.919,35.844,6.093,4.060
4594,upper leaflet,14.453,13.810,6.330,4.180
4595,upper leaflet,36.384,27.383,5.524,4.084
4596,upper leaflet,1.297,31.790,5.199,3.900
4597,upper leaflet,13.940,53.575,6.205,4.467
4598,upper leaflet,12.417,48.106,5.987,4.293
4599,upper leaflet,33.010,16.907,6.360,4.283
4600,upper leaflet,41.681,9.684,6.199,4.446
4601,upper leaflet,9.676,12.205,5.927,4.335
4602,upper leaflet,0.166,43.461,6.412,4.087
4603,upper leaflet,7.520,12.049,6.296,4.563
4604,upper leaflet,29.921,25.033,5.914,4.259
4605,upper leaflet,26.050,37.062,6.266,3.801
4606,upper leaflet,9.813,54.112,6.436,4.254
4607,upper leaflet,3.932,49.088,6.074,4.024
4608,upper leaflet,13.947,42.787,5.679,3.980
4609,upper leaflet,42.231,8.288,5.894,4.583
4610,upper leaflet,22.789,37.720,6.136,3.839
4611,upper leaflet,16.422,2.224,6.227,4.460
4612,upper leaflet,36.258,14.098,5.999,4.463
4613,upper leaflet,7.817,45.946,6.347,4.283
4614,upper leaflet,43.817,6.123,6.089,4.332
4615,upper leaflet,6.411,8.195,6.196,4.248
4616,upper leaflet,20.320,10.792,6.117,4.504
4617,upper leaflet,37.293,1.142,6.105,4.317
4618,upper leaflet,36.985,26.752,5.598,3.920
4619,upper leaflet,7.040,25.544,5.943,4.061
4620,upper leaflet,52.963,17.803,6.348,4.562
4621,upper leaflet,24.097,3.196,6.307,4.301
4622,upper leaflet,2.694,47.409,6.007,4.119
4623,upper leaflet,41.810,31.649,6.249,3.802
4624,upper leaflet,35.434,33.381,6.464,3.747
4625,upper leaflet,8.364,35.112,6.173,3.897
4626,upper leaflet,17.281,47.378,6.032,4.263
4627,upper leaflet,4.482,29.057,5.798,3.744
4628,upper leaflet,28.958,49.296,6.147,4.423
4629,upper leaflet,42.907,30.709,5.730,3.649
4630,upper leaflet,29.777,51.518,6.546,4.484
4631,upper leaflet,54.257,39.992,5.675,3.450
4632,upper leaflet,40.952,6.138,6.204,4.461
4633,upper leaflet,36.383,45.742,6.378,4.207
4634,upper leaflet,24.821,31.791,6.152,3.992
4635,upper leaflet,26.833,25.402,5.735,4.007
4636,upper leaflet,37.246,29.541,5.709,3.691
4637,upper leaflet,32.015,14.473,6.030,4.394
4638,upper leaflet,44.464,21.641,6.279,4.355
4639,upper leaflet,53.649,7.308,6.049,4.272
4640,upper leaflet,15.101,50.558,6.186,4.457
4641,upper leaflet,46.749,41.140,5.959,3.669
4642,upper leaflet,45.352,19.882,6.240,4.256
4643,upper leaflet,14.953,43.728,5.755,4.080
4644,upper leaflet,13.637,29.614,6.028,4.479
4645,upper leaflet,21.717,37.031,6.257,3.677
4646,upper leaflet,14.740,18.076,6.136,4.421
4647,upper leaflet,24.363,4.125,6.314,4.243
4648,upper leaflet,22.805,50.285,5.817,4.228
4649,upper leaflet,50.262,53.413,6.349,4.072
4650,upper leaflet,13.216,7.063,6.161,4.358
4651,upper leaflet,3.119,9.534,6.310,4.510
4652,upper leaflet,24.167,21.071,5.950,4.363
4653,upper leaflet,53.645,4.556,6.436,4.519
4654,upper leaflet,54.632,29.364,5.732,4.034
4655,upper leaflet,52.417,22.236,6.510,4.124
4656,upper leaflet,3.083,54.008,6.305,4.111
4657,upper leaflet,52.328,24.105,6.200,3.984
4658,upper leaflet,18.827,41.500,6.044,4.290
4659,upper leaflet,12.023,50.189,6.172,4.059
4660,upper leaflet,48.324,39.025,5.728,3.980
4661,upper leaflet,40.484,28.034,5.728,3.985
4662,upper leaflet,34.584,2.853,6.370,4.473
4663,upper leaflet,35.752,9.016,5.963,4.363
4664,upper leaflet,38.537,26.947,5.283,3.961
4665,upper leaflet,9.893,3.681,6.117,4.352
4666,upper leaflet,14.642,52.979,6.279,4.350
4667,upper leaflet,4.361,10.223,6.048,4.373
4668,upper leaflet,20.033,35.041,5.825,3.760
4669,upper leaflet,49.928,20.734,6.541,4.085
4670,upper leaflet,52.648,31.472,5.666,3.696
4671,upper leaflet,24.309,30.333,6.525,4.092
4672,upper leaflet,20.173,43.356,5.840,3.952
4673,upper leaflet,6.124,7.256,6.155,4.346
4674,upper leaflet,50.666,43.987,6.121,3.901
4675,upper leaflet,22.171,21.935,5.955,4.421
4676,upper leaflet,22.521,20.647,6.214,4.203
4677,upper leaflet,21.712,1.954,6.221,4.514
4678,upper leaflet,33.982,30.516,6.084,3.832
4679,upper leaflet,53.563,0.976,6.331,4.314
4680,upper leaflet,28.459,13.319,6.088,4.316
4681,upper leaflet,7.333,43.499,5.674,4.049
4682,upper leaflet,10.395,11.444,5.811,4.437
4683,upper leaflet,8.413,12.337,6.031,4.516
4684,upper leaflet,4.219,46.846,5.724,4.305
4685,upper leaflet,24.100,16.522,6.196,4.403
4686,upper leaflet,41.767,35.674,6.119,3.661
4687,upper leaflet,36.889,18.109,6.324,4.116
4688,upper leaflet,27.338,45.000,6.110,4.449
4689,upper leaflet,28.100,5.428,6.683,4.256
4690,upper leaflet,27.573,6.805,6.448,4.189
4691,upper leaflet,11.537,54.006,6.064,4.405
4692,upper leaflet,45.623,12.854,6.454,4.323
4693,upper leaflet,22.141,41.926,5.826,4.176
4694,upper leaflet,2.048,0.812,6.369,4.151
4695,upper leaflet,11.487,29.102,5.913,4.262
4696,upper leaflet,20.771,41.066,5.799,4.074
4697,upper leaflet,37.906,52.958,6.402,4.267
4698,upper leaflet,5.906,47.364,5.686,3.975
4699,upper leaflet,35.613,10.297,6.386,4.264
4700,upper leaflet,49.779,7.135,6.427,4.293
4701,upper leaflet,28.032,11.955,5.815,4.202
4702,upper leaflet,53.577,43.966,5.953,4.008
4703,upper leaflet,7.497,31.038,5.966,3.965
4704,upper leaflet,54.409,25.798,5.850,4.051
4705,upper leaflet,18.135,10.983,6.186,4.583
4706,upper leaflet,11.190,44.323,5.924,3.989
4707,upper leaflet,11.319,8.217,6.069,4.666
4708,upper leaflet,45.833,47.199,5.610,4.056
4709,upper leaflet,44.046,38.244,5.602,3.771
4710,upper leaflet,31.174,14.969,6.112,4.453
4711,upper leaflet,3.630,6.554,6.246,4.443
4712,upper leaflet,21.517,18.362,6.424,4.324
4713,upper leaflet,16.274,24.816,6.401,4.317
4714,upper leaflet,53.310,3.874,6.352,4.531
4715,upper leaflet,35.328,51.973,6.303,4.368
4716,upper leaflet,34.105,29.885,5.643,3.860
4717,upper leaflet,11.965,44.132,5.496,3.951
4718,upper leaflet,11.307,29.869,5.901,4.138
4719,upper leaflet,19.483,52.089,6.498,4.045
4720,upper leaflet,39.410,42.194,5.539,3.824
4721,upper leaflet,24.659,13.895,5.980,4.365
4722,upper leaflet,15.372,12.579,6.107,4.425
4723,upper leaflet,3.906,22.181,6.100,4.301
4724,upper leaflet,54.121,0.148,6.238,4.254
4725,upper leaflet,5.789,53.213,6.753,4.243
4726,upper leaflet,51.388,37.966,5.738,3.484
4727,upper leaflet,2.557,28.104,5.995,3.840
4728,upper leaflet,17.813,31.841,6.276,4.180
4729,upper leaflet,27.327,19.137,6.032,4.303
4730,upper leaflet,20.762,24.229,6.453,4.227
4731,upper leaflet,12.670,22.306,5.934,4.337
4732,upper leaflet,31.387,3.768,6.132,4.354
4733,upper leaflet,20.110,46.864,6.032,4.232
4734,upper leaflet,29.541,18.897,6.061,4.348
4735,upper leaflet,35.567,4.152,6.141,4.453
4736,upper leaflet,14.634,12.728,6.245,4.305
4737,upper leaflet,51.193,29.674,5.518,3.766
4738,upper leaflet,38.993,39.085,5.689,3.759
4739,upper leaflet,28.384,30.404,6.235,3.816
4740,upper leaflet,52.438,3.774,6.307,4.577
4741,upper leaflet,53.238,24.081,5.990,3.965
4742,upper leaflet,39.377,29.755,5.630,3.685
4743,upper leaflet,43.200,9.881,6.366,4.212
4744,upper leaflet,4.221,40.670,5.994,3.791
4745,upper leaflet,5.960,37.650,6.325,3.924
4746,upper leaflet,7.841,29.216,5.855,3.830
4747,upper leaflet,0.220,6.962,6.038,4.544
4748,upper leaflet,12.551,11.976,5.812,4.452
4749,upper leaflet,27.048,39.776,5.922,4.002
4750,upper leaflet,6.082,20.975,5.860,4.166
4751,upper leaflet,50.161,40.905,6.051,3.816
4752,upper leaflet,47.756,51.390,6.471,4.219
4753,upper leaflet,32.714,25.376,5.940,4.387
4754,upper leaflet,18.015,54.293,6.604,4.289
4755,upper leaflet,49.999,0.265,6.433,4.293
4756,upper leaflet,1.325,34.615,5.705,3.922
4757,upper leaflet,14.295,40.107,5.776,3.790
4758,upper leaflet,14.031,38.450,6.080,3.740
4759,upper leaflet,8.400,10.614,5.952,4.485
4760,upper leaflet,19.454,47.765,5.856,4.462
4761,upper leaflet,54.647,5.553,6.219,4.220
4762,upper leaflet,23.512,43.698,6.265,4.009
4763,upper leaflet,47.012,16.431,6.301,4.547
4764,upper leaflet,8.986,16.130,6.089,4.234
4765,upper leaflet,39.290,26.750,5.559,4.048
4766,upper leaflet,15.049,3.305,6.162,4.389
4767,upper leaflet,27.536,9.643,6.073,4.492
4768,upper leaflet,36.350,2.940,6.734,4.434
4769,upper leaflet,29.020,1.810,6.089,4.542
4770,upper leaflet,41.220,2.837,6.542,4.251
4771,upper leaflet,36.589,52.306,6.371,4.430
4772,upper leaflet,27.322,50.050,6.278,4.154
4773,upper leaflet,43.855,54.282,6.367,4.437
4774,upper leaflet,8.570,17.615,6.028,4.241
4775,upper leaflet,37.627,51.305,6.377,4.220
4776,upper leaflet,23.975,25.988,6.258,4.268
4777,upper leaflet,9.995,18.294,5.863,4.339
4778,upper leaflet,43.213,3.224,6.133,4.300
4779,upper leaflet,49.072,1.420,6.517,4.365
4780,upper leaflet,34.096,36.227,5.998,3.819
4781,upper leaflet,23.053,14.895,6.256,4.548
4782,upper leaflet,2.822,19.089,6.273,4.252
4783,upper leaflet,5.323,15.089,5.940,4.260
4784,upper leaflet,11.678,21.199,6.073,4.071
4785,upper leaflet,11.164,5.260,6.465,4.448
4786,upper leaflet,12.058,9.224,6.106,4.163
4787,upper leaflet,6.067,16.989,5.824,4.456
4788,upper leaflet,1.431,21.638,6.593,4.114
4789,upper leaflet,31.885,37.933,5.744,3.604
4790,upper leaflet,13.986,10.668,6.432,4.433
4791,upper leaflet,31.176,28.347,6.142,3.879
4792,upper leaflet,15.344,24.613,6.322,4.477
4793,upper leaflet,50.486,6.239,6.396,4.195
4794,upper leaflet,42.866,41.502,5.759,3.497
4795,upper leaflet,26.866,1.738,6.024,4.357
4796,upper leaflet,43.991,52.149,6.134,4.144
4797,upper leaflet,2.274,53.564,6.293,4.023
4798,upper leaflet,44.391,6.894,6.145,4.363
4799,upper leaflet,24.193,39.269,5.940,4.173
4800,upper leaflet,30.688,11.683,5.780,4.323
4801,upper leaflet,27.353,43.654,6.226,3.965
4802,upper leaflet,29.568,27.470,6.304,4.056
4803,upper leaflet,7.390,53.925,6.249,4.444
4804,upper leaflet,21.173,35.138,6.237,3.887
4805,upper leaflet,35.220,49.103,6.559,4.155
4806,upper leaflet,24.005,34.369,6.432,4.031
4807,upper leaflet,39.858,4.021,6.326,4.520
4808,upper leaflet,53.545,50.886,6.053,4.282
4809,upper leaflet,4.378,51.586,6.274,4.236
4810,upper leaflet,43.627,49.627,6.082,4.238
4811,upper leaflet,36.236,16.657,6.318,4.258
4812,upper leaflet,33.856,45.789,6.271,3.889
4813,upper leaflet,39.501,47.211,6.119,3.881
4814,upper leaflet,39.100,11.321,6.184,4.306
4815,upper leaflet,37.340,22.349,5.885,4.038
4816,upper leaflet,45.194,28.024,6.319,3.656
4817,upper leaflet,25.910,35.266,6.311,4.025
4818,upper leaflet,28.498,37.284,6.069,4.091
4819,upper leaflet,41.959,13.399,6.304,4.321
4820,upper leaflet,10.939,50.589,6.298,4.524
4821,upper leaflet,21.799,8.708,6.142,4.286
4822,upper leaflet,7.722,44.314,6.320,4.229
4823,upper leaflet,36.877,33.643,5.847,3.835
4824,upper leaflet,28.453,53.553,6.191,4.345
4825,upper leaflet,41.298,38.000,5.406,3.280
4826,upper leaflet,30.531,31.533,5.561,4.080
4827,upper leaflet,38.995,12.567,6.194,4.251
4828,upper leaflet,44.784,8.226,5.896,4.397
4829,upper leaflet,39.282,25.069,6.202,3.956
4830,upper leaflet,28.306,9.459,6.285,4.484
4831,upper leaflet,5.977,32.973,5.772,3.462
4832,upper leaflet,41.649,48.720,5.946,3.991
4833,upper leaflet,40.243,12.157,6.189,4.164
4834,upper leaflet,44.948,28.930,6.247,3.856
4835,upper leaflet,22.924,3.749,6.087,4.398
4836,upper leaflet,2.836,50.270,6.012,4.375
4837,upper leaflet,27.595,54.653,6.072,4.320
4838,upper leaflet,27.507,47.699,6.186,4.290
4839,upper leaflet,11.729,24.671,6.025,4.204
4840,upper leaflet,42.250,51.042,6.025,4.053
4841,upper leaflet,15.124,16.190,6.445,4.280
4842,upper leaflet,32.537,12.430,5.973,4.331
4843,upper leaflet,53.507,14.999,6.146,4.184
4844,upper leaflet,26.996,2.480,6.089,4.171
4845,upper leaflet,48.277,3.910,6.326,4.290
4846,upper leaflet,25.089,1.378,6.451,4.336
4847,upper leaflet,40.568,5.496,6.307,4.404
4848,upper leaflet,25.818,9.604,6.091,4.298
4849,upper leaflet,2.878,16.420,6.119,4.365
4850,upper leaflet,9.079,24.884,5.985,4.366
4851,upper leaflet,8.497,49.291,6.362,4.290
4852,upper leaflet,43.496,48.699,6.013,4.081
4853,upper leaflet,16.213,19.363,6.114,4.539
4854,upper leaflet,15.582,39.335,5.712,3.789
4855,upper leaflet,19.463,15.939,6.388,4.329
4856,upper leaflet,38.641,8.342,6.204,4.318
4857,upper leaflet,46.102,26.765,6.416,3.954
4858,upper leaflet,4.186,32.064,5.766,3.249
4859,upper leaflet,24.695,41.617,5.920,3.985
4860,upper leaflet,2.000,52.605,6.421,4.015
4861,upper leaflet,36.717,46.261,6.395,4.362
4862,upper leaflet,6.364,9.081,5.981,4.214
4863,upper leaflet,30.317,4.938,6.244,4.392
4864,upper leaflet,32.260,47.865,6.293,4.230
4865,upper leaflet,41.674,28.130,6.268,4.009
4866,upper leaflet,7.219,33.195,6.202,3.870
4867,upper leaflet,29.433,46.761,5.972,4.169
4868,upper leaflet,20.261,48.944,5.932,4.028
4869,upper leaflet,38.325,17.835,6.478,4.437
4870,upper leaflet,28.181,38.671,6.175,3.854
4871,upper leaflet,11.867,47.187,6.486,4.244
4872,upper leaflet,0.574,18.962,5.902,4.430
4873,upper leaflet,15.583,34.005,6.629,3.835
4874,upper leaflet,14.244,48.489,5.911,4.495
4875,upper leaflet,28.162,48.429,6.259,4.247
4876,upper leaflet,6.950,34.115,6.045,3.585
4877,upper leaflet,1.293,13.603,5.984,4.369
4878,upper leaflet,47.895,21.110,6.007,3.810
4879,upper leaflet,33.291,47.690,6.164,3.975
4880,upper leaflet,47.436,12.928,6.650,4.331
4881,upper leaflet,40.489,8.528,6.118,4.510
4882,upper leaflet,30.670,33.170,6.456,3.835
4883,upper leaflet,8.211,52.012,6.143,4.304
4884,upper leaflet,3.518,5.826,6.110,4.505
4885,upper leaflet,11.746,43.633,5.700,3.897
4886,upper leaflet,39.210,6.696,5.925,4.406
4887,upper leaflet,8.303,34.069,6.245,3.947
4888,upper leaflet,38.878,13.910,6.106,4.339
4889,upper leaflet,29.249,47.354,5.998,4.233
4890,upper leaflet,36.010,15.739,6.552,4.340
4891,upper leaflet,26.860,19.615,5.852,4.225
4892,upper leaflet,39.691,44.900,5.903,3.961
4893,upper leaflet,5.907,26.348,6.475,3.812
4894,upper leaflet,44.729,48.064,5.784,4.025
4895,upper leaflet,43.059,7.719,6.005,4.438
4896,upper leaflet,21.452,3.954,6.319,4.509
4897,upper leaflet,0.306,2.184,6.312,4.396
4898,upper leaflet,0.741,32.241,5.443,3.892
4899,upper leaflet,51.701,3.206,6.508,4.433
4900,upper leaflet,54.405,19.104,6.316,4.290
4901,upper leaflet,36.156,26.542,5.656,3.734
4902,upper leaflet,14.171,34.359,6.239,4.010
4903,upper leaflet,42.874,49.926,6.286,4.333
4904,upper leaflet,43.794,19.628,6.228,4.111
4905,upper leaflet,3.628,51.642,6.358,4.028
4906,upper leaflet,52.243,12.863,6.563,4.343
4907,upper leaflet,7.618,5.716,6.370,4.366
4908,upper leaflet,10.432,15.252,6.292,4.359
4909,upper leaflet,30.782,51.217,6.465,4.363
4910,upper leaflet,51.973,40.695,5.482,3.823
4911,upper leaflet,36.635,35.032,6.489,3.788
4912,upper leaflet,41.388,54.443,6.312,4.333
4913,upper leaflet,54.153,52.561,6.122,4.498
4914,upper leaflet,51.578,31.172,5.343,3.348
4915,upper leaflet,53.743,51.862,5.969,4.409
4916,upper leaflet,15.039,23.099,6.566,4.156
4917,upper leaflet,20.102,12.227,6.245,4.517
4918,upper leaflet,50.848,38.664,5.550,3.531
4919,upper leaflet,42.872,50.760,5.929,4.242
4920,upper leaflet,33.137,39.196,6.100,3.748
4921,upper leaflet,28.848,16.918,6.212,4.373
4922,upper leaflet,52.868,43.286,6.016,4.003
4923,upper leaflet,1.837,35.795,5.656,3.952
4924,upper leaflet,13.014,13.584,6.127,4.325
4925,upper leaflet,31.341,51.982,6.634,4.332
4926,upper leaflet,6.201,15.285,5.815,4.322
4927,upper leaflet,54.054,20.970,6.006,4.183
